produto,categoria,preco,data,regiao,quantidade,desconto,idade,sexo,campanha,mes
Laptop,Escritório,801.9608510200819,2023-10-04,Norte,6.0,0.1094640625322592,65,M,Promocao,10
Tablet,Roupas,130.34233704267004,2023-10-13,Oeste,2.0,0.06750278222471753,41,M,Promocao,10
Smartphone,Escritório,978.5582011858687,2023-08-28,Norte,9.0,0.04979517140659279,32,M,BlackFriday,8
Mouse,Escritório,924.2120862507701,2022-09-12,Sul,4.0,0.024287253684780085,52,F,BlackFriday,9
Fone de ouvido,Escritório,454.55814257633074,2023-05-29,Sul,8.0,0.28593497675356344,27,F,BlackFriday,5
Fone de ouvido,Escritório,987.7421648840448,2022-11-02,Sul,13.5,0.22842167893985305,54,F,Padrao,11
Camiseta,Eletrônicos,219.79409712780358,2023-01-23,Norte,7.0,0.09572743589863618,29,M,Padrao,1
Mouse,Escritório,953.6491039529942,2022-02-05,Leste,8.0,0.21433693468197507,34,M,BlackFriday,2
Mouse,Escritório,511.88367339076126,2022-08-20,Leste,4.0,0.032365163570894626,60,M,Promocao,8
Cadeira,Eletrônicos,205.91093117748835,2023-07-20,Sul,6.0,0.14163901697569556,63,F,Padrao,7
Livro,Livros,817.7300801170927,2023-06-15,Norte,4.0,0.11194037790501911,42,M,Padrao,6
Cadeira,Roupas,225.28630352876556,2022-02-03,Norte,9.0,0.2717498227615498,34,M,BlackFriday,2
Cadeira,Roupas,301.0592408270281,2022-07-22,Leste,4.0,0.00019325448741916996,69,F,BlackFriday,7
Cadeira,Roupas,23.686242228838907,2023-05-01,Sul,7.0,0.1731108595928577,24,F,Promocao,5
Smartphone,Eletrônicos,306.6981014495992,2022-01-06,Sul,5.0,0.006956612568095288,45,M,BlackFriday,1
Camiseta,Escritório,338.2066606826824,2022-09-05,Norte,1.0,0.26564367072160716,62,F,BlackFriday,9
Cadeira,Livros,406.1964138500381,2022-05-11,Leste,6.0,0.17484203276778806,23,M,Padrao,5
Smartphone,Roupas,555.2866068262074,2022-03-15,Sul,1.0,0.15082886516363975,49,F,BlackFriday,3
Teclado,Roupas,865.8905144497044,2022-01-25,Norte,2.0,0.2845560126689077,50,F,Padrao,1
Livro,Roupas,173.73022508361944,2023-02-25,Norte,4.0,0.008452692899514147,46,M,Promocao,2
Cadeira,Eletrônicos,54.42737582175813,2023-01-20,Sul,3.0,0.1680779771483982,21,M,Padrao,1
Laptop,Roupas,772.594903493769,2023-04-19,Oeste,8.0,0.09040335595862523,22,M,Promocao,4
Teclado,Livros,363.63216092861666,2023-02-26,Leste,5.0,0.29200969486003675,52,M,Padrao,2
Livro,Roupas,312.10904688683877,2022-03-30,Norte,3.0,0.24522990923250407,62,M,Promocao,3
Calça,Escritório,804.0877275503776,2023-12-19,Norte,12.0,0.1292705245012141,25,F,BlackFriday,12
Livro,Livros,554.8815303894781,2022-08-27,Oeste,5.0,0.08513514228864498,18,M,BlackFriday,8
Mouse,Eletrônicos,322.45057670180086,2023-12-26,Leste,4.5,0.19564684457517634,55,F,Padrao,12
Mouse,Escritório,495.1654431916642,2022-07-10,Norte,3.0,0.13853117453355826,53,F,BlackFriday,7
Laptop,Roupas,49.918861326050944,2023-10-16,Oeste,1.0,0.2147851456819398,62,F,Padrao,10
Livro,Roupas,607.1660449990735,2023-03-23,Sul,9.0,0.26513403066713487,53,M,Promocao,3
Laptop,Roupas,761.9277888082846,2022-12-05,Oeste,1.5,0.21800653361960454,25,F,BlackFriday,12
Mouse,Eletrônicos,531.4160543440275,2022-09-10,Leste,6.0,0.28778170318752344,22,M,BlackFriday,9
Fone de ouvido,Livros,313.6580912128694,2023-07-27,Oeste,1.0,0.03077004744068269,65,M,Padrao,7
Calça,Livros,936.3891870015502,2023-04-14,Norte,3.0,0.04460719052501546,29,M,Promocao,4
Fone de ouvido,Eletrônicos,42.7838654249077,2023-04-07,Norte,6.0,0.02578678745033387,28,F,BlackFriday,4
Fone de ouvido,Escritório,604.3506708096701,2023-03-03,Oeste,5.0,0.27450230177971024,34,M,Padrao,3
Camiseta,Roupas,264.35834161633886,2023-01-23,Norte,5.0,0.2725690797274357,33,F,Padrao,1
Mouse,Livros,704.5725041056262,2023-12-16,Norte,3.0,0.049322929879360024,29,M,BlackFriday,12
Camiseta,Eletrônicos,794.136288055993,2022-09-21,Oeste,5.0,0.0993295168460068,56,M,BlackFriday,9
Camiseta,Escritório,276.2380532011822,2022-11-30,Norte,7.5,0.12549021058554602,37,F,Promocao,11
Camiseta,Escritório,347.8132922065439,2023-05-24,Leste,1.0,0.10873663366870902,30,F,Promocao,5
Tablet,Escritório,603.7443967657027,2023-05-04,Norte,2.0,0.01607327203373059,19,F,BlackFriday,5
Camiseta,Escritório,536.5497244139301,2022-02-08,Norte,9.0,0.20076076532457587,31,F,BlackFriday,2
Smartphone,Escritório,279.95167308565067,2023-02-02,Leste,3.0,0.16648817060738502,20,M,BlackFriday,2
Camiseta,Roupas,53.266630554740814,2023-11-01,Oeste,7.5,0.1399137274480969,28,F,BlackFriday,11
Camiseta,Escritório,783.0276863653291,2022-11-13,Norte,13.5,0.03908007915681689,49,M,BlackFriday,11
Mouse,Eletrônicos,273.2283053775245,2022-10-15,Leste,9.0,0.08602497386841403,60,M,Promocao,10
Laptop,Roupas,731.5989777117402,2022-08-10,Norte,9.0,0.21717162976874774,60,M,Padrao,8
Mouse,Escritório,839.0051271134912,2022-08-18,Leste,5.0,0.15317564314730633,31,M,BlackFriday,8
Laptop,Eletrônicos,94.78472184993218,2023-02-26,Sul,9.0,0.24358557705186692,41,M,BlackFriday,2
Smartphone,Eletrônicos,515.5891042904248,2022-12-10,Sul,7.5,0.10406179357995672,27,F,BlackFriday,12
Mouse,Livros,617.2944201409772,2023-09-17,Oeste,3.0,0.17116460802296696,54,M,Promocao,9
Camiseta,Eletrônicos,631.2638685863755,2022-08-02,Sul,6.0,0.03817916759287699,28,M,Padrao,8
Smartphone,Escritório,433.4825653372692,2023-05-20,Oeste,7.0,0.2684478744183899,62,M,BlackFriday,5
Laptop,Eletrônicos,83.8053833798862,2022-01-24,Sul,7.0,0.19153895876692215,41,M,BlackFriday,1
Livro,Escritório,749.8478818159792,2023-01-03,Leste,4.0,0.008029570590093748,27,F,BlackFriday,1
Teclado,Livros,649.5310206808139,2023-12-18,Oeste,12.0,0.12197590459333432,66,M,Padrao,12
Camiseta,Roupas,675.0347512680136,2023-05-03,Leste,1.0,0.011632347520285646,24,F,Padrao,5
Teclado,Eletrônicos,853.3834313497213,2022-08-30,Norte,5.0,0.2701398516178614,21,M,Padrao,8
Calça,Escritório,193.2214496007801,2023-08-22,Oeste,8.0,0.2754220818022097,61,M,Padrao,8
Cadeira,Livros,978.248925536197,2022-01-17,Norte,6.0,0.15592937845546187,47,F,BlackFriday,1
Tablet,Eletrônicos,850.0395173816137,2022-10-12,Norte,9.0,0.0856490483201451,65,M,Padrao,10
Smartphone,Eletrônicos,674.3359948313954,2022-04-05,Norte,6.0,0.1371360500301179,22,F,Padrao,4
Calça,Roupas,181.16160901694158,2022-05-25,Sul,5.0,0.17486879166329497,60,M,Promocao,5
Cadeira,Escritório,673.2336147019564,2022-09-22,Sul,7.0,0.2488475413034784,32,F,BlackFriday,9
Smartphone,Escritório,679.6659953125722,2023-07-15,Norte,4.0,0.027673278648641997,66,F,Promocao,7
Laptop,Livros,214.58225569568884,2022-09-24,Norte,8.0,0.06180556118475691,29,F,Promocao,9
Laptop,Roupas,262.79521683750255,2022-11-30,Oeste,13.5,0.017840800064616056,58,F,Padrao,11
Camiseta,Roupas,412.259431167517,2023-06-12,Oeste,2.0,0.07619934423355691,25,M,BlackFriday,6
Camiseta,Roupas,160.65762159953704,2022-07-12,Norte,1.0,0.08144330066600314,18,F,Padrao,7
Smartphone,Eletrônicos,31.499117304074172,2023-06-04,Norte,7.0,0.23033606085294175,59,M,Promocao,6
Smartphone,Livros,946.4826151315389,2022-09-09,Norte,8.0,0.09822620603428345,24,M,BlackFriday,9
Livro,Escritório,450.5739091782511,2023-08-29,Norte,3.0,0.16693878718381974,22,M,Padrao,8
Tablet,Eletrônicos,187.64805037644516,2023-03-14,Norte,1.0,0.2885776976239923,47,M,Promocao,3
Calça,Roupas,988.7261875973219,2023-05-07,Leste,5.0,0.2859669982171467,49,M,Promocao,5
Tablet,Roupas,25.58594599758235,2023-07-28,Leste,7.0,0.18339492867998752,50,M,Padrao,7
Cadeira,Escritório,265.3752366503285,2022-06-15,Sul,8.0,0.15794683043405602,33,M,Promocao,6
Tablet,Livros,729.5093417536093,2023-09-25,Sul,9.0,0.08264002577627637,47,M,BlackFriday,9
Livro,Roupas,781.30541239755,2023-09-17,Leste,6.0,0.08574243090848528,69,F,Promocao,9
Mouse,Escritório,254.26153404179215,2023-11-18,Sul,7.5,0.26177485951558904,19,F,Padrao,11
Smartphone,Roupas,95.74804817147928,2023-06-24,Sul,9.0,0.08539517184530371,21,M,BlackFriday,6
Mouse,Livros,979.4803009574659,2023-08-17,Norte,3.0,0.22470927792747478,45,F,BlackFriday,8
Teclado,Roupas,169.6094362173231,2023-01-21,Sul,1.0,0.1551818965019578,31,F,Promocao,1
Calça,Livros,574.3717694354394,2023-06-23,Leste,1.0,0.11498782294530824,18,M,Promocao,6
Mouse,Eletrônicos,727.3462283868541,2022-08-12,Oeste,3.0,0.2035996252736528,53,F,Padrao,8
Tablet,Roupas,454.61892977474025,2023-03-09,Oeste,3.0,0.06090689872422633,24,M,Padrao,3
Calça,Escritório,404.975354469834,2023-11-22,Oeste,1.5,0.21308447130289215,57,M,Promocao,11
Teclado,Livros,114.7435842722332,2022-03-11,Norte,7.0,0.17699780515695665,35,F,Padrao,3
Tablet,Eletrônicos,668.4756477599815,2022-04-27,Sul,5.0,0.04404620199145548,51,M,Promocao,4
Mouse,Escritório,436.6466265175434,2023-05-29,Sul,3.0,0.09686209152986386,51,M,Promocao,5
Camiseta,Escritório,174.25950433399325,2023-11-13,Oeste,9.0,0.29107364405430536,45,F,BlackFriday,11
Teclado,Livros,430.6250857329032,2022-07-21,Sul,5.0,0.1642138866918535,29,F,Padrao,7
Smartphone,Escritório,717.1825604963271,2022-12-22,Leste,3.0,0.24530095163682983,63,M,Promocao,12
Teclado,Roupas,979.4793231052308,2022-06-26,Leste,6.0,0.29208496655451793,20,F,Promocao,6
Livro,Roupas,761.4502632379516,2023-03-22,Sul,5.0,0.17224539489587437,65,M,BlackFriday,3
Livro,Roupas,264.3929423768616,2023-05-18,Oeste,5.0,0.015060172772028523,67,F,Padrao,5
Cadeira,Roupas,155.74233198272904,2023-08-10,Norte,5.0,0.018220693926147603,62,M,Promocao,8
Cadeira,Roupas,531.8273985015012,2022-01-14,Leste,3.0,0.25788746556319214,34,M,Padrao,1
Teclado,Escritório,863.874125473572,2022-01-13,Sul,1.0,0.1680049121458871,58,M,BlackFriday,1
Calça,Eletrônicos,612.5270861351578,2022-09-17,Norte,5.0,0.09507279509450257,68,F,BlackFriday,9
Smartphone,Livros,106.49501228301276,2023-07-04,Leste,7.0,0.20998152552829075,41,F,Padrao,7
Teclado,Livros,891.8423948808689,2023-04-10,Oeste,1.0,0.1324176449640905,59,M,BlackFriday,4
Livro,Roupas,653.8617051481655,2023-08-22,Sul,6.0,0.03772018716181565,45,F,Promocao,8
Livro,Escritório,92.14684836316518,2023-09-18,Sul,8.0,0.000794621700495457,40,F,BlackFriday,9
Laptop,Escritório,215.86779552469991,2022-01-19,Oeste,2.0,0.23410789368652887,53,M,BlackFriday,1
Cadeira,Roupas,555.8464424967711,2022-10-07,Oeste,9.0,0.2805299838948498,60,F,Padrao,10
Smartphone,Escritório,893.405030600885,2023-03-16,Leste,3.0,0.002125738310781744,57,F,BlackFriday,3
Teclado,Livros,25.643566141927792,2022-03-24,Leste,2.0,0.11211935274303528,21,M,Padrao,3
Smartphone,Roupas,128.5928166883368,2022-12-27,Sul,7.5,0.2863761779808164,23,F,Promocao,12
Laptop,Livros,397.30462183314046,2022-02-15,Oeste,3.0,0.16435277126619555,33,M,Padrao,2
Camiseta,Escritório,810.0498554224089,2023-05-09,Oeste,1.0,0.1383061270370223,39,M,Padrao,5
Smartphone,Livros,619.5341077522565,2022-09-16,Oeste,3.0,0.2396783213054713,35,F,Promocao,9
Fone de ouvido,Roupas,91.24171159803113,2022-07-05,Oeste,6.0,0.2980308210594951,40,M,Padrao,7
Calça,Roupas,894.6125617459012,2023-05-09,Sul,3.0,0.2853206319639353,34,F,Promocao,5
Laptop,Roupas,663.0608385134791,2023-04-23,Norte,1.0,0.0492326207447774,33,M,Padrao,4
Fone de ouvido,Eletrônicos,717.8498216594861,2022-11-17,Norte,10.5,0.22590047627438653,50,M,Padrao,11
Cadeira,Livros,372.76692185027423,2023-02-14,Leste,6.0,0.2242004430309438,25,M,Promocao,2
Fone de ouvido,Roupas,202.26872959635872,2023-07-09,Oeste,6.0,0.2615199208771958,54,F,Padrao,7
Livro,Roupas,631.4078931634255,2023-08-09,Leste,4.0,0.24324163822706835,42,M,Promocao,8
Mouse,Livros,31.09754381297967,2022-01-27,Leste,6.0,0.2587793271869797,27,M,Promocao,1
Teclado,Eletrônicos,958.1379831650324,2023-07-26,Oeste,9.0,0.06884688529137382,64,M,Promocao,7
Calça,Escritório,477.9975188284827,2022-07-04,Sul,7.0,0.20256380939191632,36,F,BlackFriday,7
Teclado,Escritório,920.036741099088,2023-11-23,Sul,9.0,0.2314560905054905,25,F,BlackFriday,11
Cadeira,Roupas,321.00020117293894,2022-01-22,Norte,7.0,0.25761490205560744,43,F,BlackFriday,1
Cadeira,Escritório,347.87983417354536,2023-12-15,Sul,10.5,0.14856054053403953,32,F,BlackFriday,12
Tablet,Roupas,681.8284980710572,2023-06-29,Oeste,2.0,0.027689233238811173,38,M,Padrao,6
Fone de ouvido,Eletrônicos,106.38658754189277,2022-07-07,Leste,6.0,0.07092964190484755,35,M,Padrao,7
Laptop,Roupas,692.2263690842981,2023-09-02,Norte,3.0,0.21554959873567084,31,F,BlackFriday,9
Calça,Escritório,372.33827704633865,2023-09-08,Leste,1.0,0.1459909489536921,54,M,Padrao,9
Smartphone,Roupas,950.3037127113412,2023-05-03,Sul,1.0,0.01994433691906574,20,F,Padrao,5
Calça,Roupas,575.1803293562765,2022-04-16,Oeste,3.0,0.26712202845414434,55,M,BlackFriday,4
Tablet,Eletrônicos,944.3154892601766,2023-03-06,Oeste,1.0,0.09531015499764585,46,F,BlackFriday,3
Laptop,Eletrônicos,840.144844812077,2022-07-15,Sul,8.0,0.14404878450219227,62,F,BlackFriday,7
Calça,Livros,690.6672746867134,2023-10-24,Norte,9.0,0.01744424225211021,65,F,Padrao,10
Tablet,Livros,417.0131167114225,2022-04-26,Norte,6.0,0.12292386017350639,30,M,Padrao,4
Calça,Roupas,580.6836087264113,2022-01-06,Sul,3.0,0.02498838161975223,61,F,BlackFriday,1
Fone de ouvido,Livros,665.8014261327921,2022-01-26,Sul,7.0,0.2503577279174194,46,F,BlackFriday,1
Laptop,Escritório,459.6602066014975,2022-11-19,Sul,3.0,0.26522899404298944,62,F,Padrao,11
Camiseta,Escritório,853.1248756723534,2022-08-23,Oeste,7.0,0.20669793490266467,54,F,BlackFriday,8
Camiseta,Eletrônicos,589.0277293750643,2023-01-04,Sul,8.0,0.2833828689229585,23,F,Padrao,1
Cadeira,Escritório,141.94461136101353,2023-03-18,Leste,1.0,0.10313867722246373,33,M,Promocao,3
Laptop,Eletrônicos,318.2552311336427,2023-05-05,Sul,1.0,0.0985040001002553,21,F,Padrao,5
Mouse,Roupas,56.89938564804985,2023-12-17,Norte,6.0,0.15924155137581372,21,M,Promocao,12
Cadeira,Escritório,341.1658263413952,2022-04-21,Sul,1.0,0.13450152512946523,55,F,Promocao,4
Cadeira,Livros,403.2814081721522,2023-08-25,Leste,5.0,0.12604509931511487,39,M,BlackFriday,8
Fone de ouvido,Eletrônicos,944.6417578561783,2023-07-13,Leste,4.0,0.0966972579880624,63,M,BlackFriday,7
Livro,Eletrônicos,371.134295801826,2022-07-23,Leste,2.0,0.2527995820291907,43,F,BlackFriday,7
Laptop,Eletrônicos,763.2543127126435,2022-04-25,Sul,8.0,0.13183589049932778,51,F,Padrao,4
Calça,Livros,537.1548911563345,2022-11-18,Sul,1.5,0.22191082085715338,56,M,Padrao,11
Livro,Eletrônicos,351.6532424658979,2023-08-23,Sul,8.0,0.1615747029578092,64,F,BlackFriday,8
Fone de ouvido,Roupas,435.7022740299578,2023-08-17,Sul,8.0,0.11095476194677834,42,F,Promocao,8
Fone de ouvido,Roupas,191.13397575691917,2022-09-23,Sul,6.0,0.07545527963107461,62,M,BlackFriday,9
Fone de ouvido,Livros,715.2278892170543,2022-10-24,Leste,9.0,0.28141090716717504,61,F,Padrao,10
Laptop,Livros,738.1350542860295,2023-01-07,Norte,7.0,0.18565032020152314,40,F,Promocao,1
Mouse,Livros,159.22396053254207,2022-08-20,Norte,6.0,0.17319117827310232,35,M,Promocao,8
Fone de ouvido,Escritório,567.057799214764,2023-01-24,Leste,7.0,0.20103021279198974,35,F,BlackFriday,1
Mouse,Eletrônicos,817.2053444540849,2023-06-06,Oeste,3.0,0.1704140318389069,61,F,BlackFriday,6
Camiseta,Eletrônicos,458.21715984042163,2023-06-11,Sul,3.0,0.11871809219987896,56,F,Promocao,6
Calça,Eletrônicos,915.4992192181443,2023-08-05,Norte,5.0,0.11912974657984897,60,M,Promocao,8
Teclado,Roupas,533.0816329273441,2022-02-18,Leste,5.0,0.1696026806896436,54,M,BlackFriday,2
Smartphone,Eletrônicos,136.47211725459397,2023-09-08,Leste,6.0,0.2979340451003037,30,F,BlackFriday,9
Calça,Livros,453.25387136046703,2022-06-17,Norte,8.0,0.12563121684320397,68,M,BlackFriday,6
Camiseta,Livros,227.46468282868048,2023-03-09,Leste,8.0,0.17700752002171452,26,F,BlackFriday,3
Smartphone,Eletrônicos,819.5141324339029,2023-01-13,Leste,9.0,0.08296372719900798,35,F,Padrao,1
Mouse,Roupas,56.39247775281697,2022-05-29,Norte,9.0,0.05334248786367959,24,M,BlackFriday,5
Livro,Livros,864.9060946514242,2023-03-04,Sul,4.0,0.2983512662241106,45,F,Promocao,3
Fone de ouvido,Escritório,68.76422269809714,2022-05-12,Leste,3.0,0.17211048055389813,42,F,BlackFriday,5
Cadeira,Roupas,292.2334901356539,2022-12-12,Leste,12.0,0.1848995704216476,23,F,Padrao,12
Tablet,Roupas,780.3812603658611,2022-10-09,Norte,6.0,0.0866684689473229,41,M,Padrao,10
Mouse,Livros,389.0751478463664,2023-01-02,Leste,3.0,0.298444324737842,26,F,BlackFriday,1
Teclado,Roupas,604.534486532605,2023-02-10,Norte,4.0,0.2487370980732845,54,M,BlackFriday,2
Camiseta,Roupas,434.2046503473512,2023-12-21,Norte,7.5,0.178149324608235,58,M,Promocao,12
Camiseta,Escritório,618.2763995202337,2023-11-20,Norte,9.0,0.09208782334049914,26,F,Promocao,11
Cadeira,Livros,430.17700451873566,2022-12-01,Norte,1.5,0.25386838796911954,60,F,Padrao,12
Tablet,Eletrônicos,20.585510905786897,2023-02-17,Sul,7.0,0.2802103233671598,26,F,Padrao,2
Mouse,Eletrônicos,784.2867437129783,2022-02-08,Sul,2.0,0.16369164185966653,55,M,Promocao,2
Teclado,Roupas,643.7206660094156,2022-03-13,Oeste,4.0,0.04556643856013369,38,M,Promocao,3
Cadeira,Escritório,437.8235555415141,2022-03-21,Leste,2.0,0.0049676916041881845,20,M,Promocao,3
Fone de ouvido,Escritório,334.1574677299696,2022-12-28,Norte,6.0,0.13781769668355592,21,F,Padrao,12
Fone de ouvido,Livros,187.2736647241528,2022-08-12,Oeste,2.0,0.009466809376181872,37,M,Promocao,8
Livro,Roupas,494.5736054534071,2023-06-07,Sul,7.0,0.23531705630708832,19,M,BlackFriday,6
Teclado,Roupas,607.8063106826553,2023-05-11,Leste,2.0,0.08117866394967434,60,F,BlackFriday,5
Cadeira,Escritório,660.7944755401434,2022-07-22,Sul,2.0,0.022151396618721262,54,F,Padrao,7
Cadeira,Eletrônicos,436.7201045322364,2023-07-17,Oeste,2.0,0.20531319220712907,21,M,BlackFriday,7
Laptop,Roupas,907.4847961849933,2022-07-01,Leste,6.0,0.033806474871655876,47,F,Promocao,7
Fone de ouvido,Escritório,234.7185803877736,2023-01-11,Oeste,6.0,0.25650542472377397,40,M,Promocao,1
Teclado,Escritório,308.5929353629175,2022-08-24,Leste,7.0,0.07644149381258473,46,F,Padrao,8
Mouse,Roupas,40.84421149146463,2023-12-09,Oeste,1.5,0.2904323373662981,45,M,BlackFriday,12
Calça,Eletrônicos,182.9426597266239,2023-05-18,Oeste,6.0,0.23620942676040377,28,F,BlackFriday,5
Laptop,Eletrônicos,573.5492033163769,2023-06-23,Sul,5.0,0.26250746957093885,20,F,BlackFriday,6
Livro,Eletrônicos,400.43596927594456,2022-01-10,Leste,2.0,0.056268645458142814,44,F,BlackFriday,1
Camiseta,Livros,684.7925784050647,2023-03-19,Sul,5.0,0.03956332965986143,55,M,BlackFriday,3
Calça,Roupas,240.20835423813608,2023-09-16,Sul,5.0,0.0789436905390775,35,F,Padrao,9
Mouse,Eletrônicos,73.96371003249148,2022-07-31,Sul,1.0,0.23577733578823537,21,M,BlackFriday,7
Cadeira,Roupas,730.4388930375942,2023-05-08,Oeste,3.0,0.003527415340304041,45,M,BlackFriday,5
Teclado,Escritório,506.09913848379915,2022-07-29,Sul,6.0,0.1443907338951815,29,M,BlackFriday,7
Mouse,Roupas,371.33868133236865,2022-12-30,Norte,13.5,0.2607475430483754,39,F,BlackFriday,12
Cadeira,Eletrônicos,990.8824772311167,2023-12-11,Norte,13.5,0.1608767942973656,43,M,BlackFriday,12
Livro,Eletrônicos,382.5360950285978,2022-11-30,Norte,1.5,0.05767479531814348,54,M,Padrao,11
Smartphone,Livros,129.7059057565809,2023-11-17,Norte,3.0,0.181820438125129,46,M,BlackFriday,11
Mouse,Eletrônicos,543.4063604872999,2023-12-13,Norte,7.5,0.01459448306266532,55,F,Promocao,12
Smartphone,Livros,390.9263065434511,2022-06-30,Oeste,9.0,0.009089963438394954,42,M,Padrao,6
Teclado,Eletrônicos,507.42015505296337,2023-08-16,Leste,5.0,0.15561645446451663,31,M,BlackFriday,8
Laptop,Escritório,718.9932099973146,2022-06-21,Norte,8.0,0.00396678871167907,31,M,Padrao,6
Camiseta,Roupas,465.809943711818,2023-01-03,Norte,2.0,0.282402377432584,27,M,BlackFriday,1
Camiseta,Roupas,863.9164444168267,2022-11-29,Leste,1.5,0.22681260868405878,22,M,Padrao,11
Tablet,Livros,137.3891313784124,2023-11-11,Sul,4.5,0.1545520912010284,36,M,Promocao,11
Tablet,Eletrônicos,644.7227880534897,2023-12-27,Sul,4.5,0.023971108347093893,36,F,Padrao,12
Smartphone,Roupas,523.6995953660601,2023-02-06,Norte,3.0,0.04846781464026218,54,M,Padrao,2
Tablet,Livros,104.52144712407107,2022-02-12,Norte,7.0,0.24766132882834668,48,F,Promocao,2
Mouse,Roupas,834.4611723879283,2023-01-31,Sul,8.0,0.27270544399284297,67,M,Promocao,1
Laptop,Escritório,140.81416586336445,2022-02-16,Oeste,6.0,0.23942521851481072,68,F,Promocao,2
Camiseta,Livros,569.1732938131232,2023-03-15,Oeste,6.0,0.042302461831880654,57,M,BlackFriday,3
Laptop,Eletrônicos,156.17661123409394,2022-08-17,Norte,5.0,0.2926028365040465,30,M,Promocao,8
Camiseta,Roupas,408.4152471838815,2022-10-04,Norte,7.0,0.22735702404304192,30,F,BlackFriday,10
Tablet,Livros,207.7451527603428,2022-08-19,Norte,8.0,0.19180836801535556,33,F,BlackFriday,8
Tablet,Roupas,500.65169625894316,2023-08-01,Sul,6.0,0.06716538771845654,55,F,Padrao,8
Cadeira,Escritório,492.8590261505152,2022-06-27,Leste,6.0,0.2693111564899542,57,M,Padrao,6
Smartphone,Roupas,107.14641610892748,2022-09-29,Oeste,5.0,0.028246414867563196,22,F,Promocao,9
Tablet,Roupas,952.0430229922468,2023-09-21,Sul,7.0,0.12073851324749602,25,F,BlackFriday,9
Livro,Livros,385.335094459087,2023-08-05,Leste,7.0,0.08973844637950978,39,F,BlackFriday,8
Teclado,Escritório,573.987283346447,2023-03-19,Oeste,3.0,0.01986630358243734,58,F,BlackFriday,3
Smartphone,Roupas,635.2455363033813,2023-11-30,Oeste,12.0,0.2452621224808806,48,M,Promocao,11
Cadeira,Escritório,488.6170362466346,2022-03-13,Norte,4.0,0.25762125664329183,26,M,Promocao,3
Fone de ouvido,Roupas,926.0321669582542,2022-12-07,Leste,6.0,0.011507605726828107,50,M,Promocao,12
Laptop,Eletrônicos,246.3912285667028,2023-05-25,Leste,7.0,0.03999534460140477,32,F,BlackFriday,5
Cadeira,Livros,794.154707633209,2022-09-03,Leste,1.0,0.03610286117193536,67,M,BlackFriday,9
Mouse,Roupas,484.06512033581737,2022-06-26,Leste,1.0,0.09405465096320627,64,M,Padrao,6
Livro,Roupas,705.1562798814309,2023-05-25,Oeste,9.0,0.0747042057242458,26,M,BlackFriday,5
Tablet,Escritório,724.5017020566736,2022-04-23,Leste,7.0,0.04574206701178722,68,F,Promocao,4
Camiseta,Roupas,144.79058523564794,2022-03-18,Leste,7.0,0.1711777095522689,59,F,Padrao,3
Cadeira,Livros,641.3602609601984,2023-03-09,Norte,1.0,0.23708478053501986,23,M,BlackFriday,3
Calça,Livros,778.5658961244944,2022-12-05,Norte,13.5,0.22285875104077638,24,M,BlackFriday,12
Cadeira,Roupas,343.01694639995003,2023-08-28,Leste,8.0,0.07630674501812332,46,F,BlackFriday,8
Mouse,Livros,884.8234677951668,2023-10-24,Oeste,3.0,0.043454290656561485,41,F,Promocao,10
Teclado,Roupas,555.6136794090263,2022-08-05,Leste,3.0,0.06766919639198717,31,F,Promocao,8
Smartphone,Roupas,310.55252436875026,2022-01-27,Sul,4.0,0.22924447826712901,69,F,Promocao,1
Mouse,Roupas,44.30626095335468,2023-11-15,Oeste,1.5,0.20823565778689948,39,M,BlackFriday,11
Tablet,Eletrônicos,135.62553212956885,2023-05-05,Sul,7.0,0.16266814248693823,30,F,BlackFriday,5
Cadeira,Roupas,820.8664902277494,2023-07-22,Leste,6.0,0.013363772392064988,29,M,BlackFriday,7
Cadeira,Roupas,534.3945142110387,2022-10-09,Sul,6.0,0.17812254879045475,49,M,BlackFriday,10
Laptop,Roupas,735.9612580667107,2023-07-04,Leste,1.0,0.07965638569491756,40,M,Promocao,7
Smartphone,Roupas,413.56152821179046,2022-08-04,Norte,7.0,0.18743138791803607,25,F,Promocao,8
Laptop,Eletrônicos,147.5233957514055,2022-07-05,Sul,9.0,0.0887349059018085,66,F,BlackFriday,7
Teclado,Roupas,893.1054925992021,2023-05-16,Norte,2.0,0.014304347383137204,58,F,Promocao,5
Calça,Roupas,289.51937495133063,2022-06-04,Norte,6.0,0.07831658567989742,63,M,Promocao,6
Calça,Roupas,538.5213442443102,2022-08-15,Sul,9.0,0.010081902985969992,38,M,BlackFriday,8
Mouse,Eletrônicos,572.7285453984205,2022-12-23,Oeste,7.5,0.25289137824265634,31,F,Promocao,12
Cadeira,Livros,647.3824509783522,2023-04-02,Sul,1.0,0.15433631800441908,51,M,Padrao,4
Fone de ouvido,Livros,355.5388348609097,2023-04-25,Leste,5.0,0.06283617784719538,46,F,Padrao,4
Tablet,Livros,488.6067712721849,2022-01-07,Sul,7.0,0.15353604756623848,29,F,BlackFriday,1
Tablet,Escritório,872.9410254200619,2022-08-31,Oeste,5.0,0.2526431169692079,60,F,Promocao,8
Camiseta,Roupas,941.0710317335578,2022-06-22,Sul,9.0,0.22617859094752643,33,M,BlackFriday,6
Camiseta,Livros,896.1608270937213,2023-09-17,Leste,3.0,0.2866400942821606,46,F,Padrao,9
